,importance
Unexplained_Difficulty_Conceiving,0.23936763652115764
Reproductive_Surgery_History,0.2015667348947534
Age,0.19196237687272474
Irregular_Menstrual_Cycles,0.059125740561290545
Early_Menopause_Risk,0.05481335586628929
Autoimmune_History,0.05173227535728974
Tubal_Issues_Risk,0.04630266063208597
History_Pelvic_Infections,0.04256623738935255
Hormonal_Symptoms,0.03905728059754864
Chronic_Pelvic_Pain,0.03700055092894906
Uterine_Issues_Risk,0.036505150378558386
