,importance
Reproductive_Surgery_History,0.11977401129943502
Unexplained_Difficulty_Conceiving,0.09830508474576272
Early_Menopause_Risk,0.029378531073446335
Uterine_Issues_Risk,0.017514124293785356
Hormonal_Symptoms,0.0059322033898305485
Irregular_Menstrual_Cycles,0.00564971751412433
Chronic_Pelvic_Pain,0.004237288135593248
Age,0.003954802259887036
Autoimmune_History,0.0028248587570621764
History_Pelvic_Infections,0.0022598870056497466
Tubal_Issues_Risk,0.001694915254237328
